Serial	Date	Open	High	Low	Close	Volume	Adj Close	code	name	market
0	2014-04-29	21.33	21.5	21	21.29	1271200	21.29	2303	美盈森	SZ
1	2014-04-28	21	22.58	19.98	21.33	3486000	21.33	2303	美盈森	SZ
2	2014-04-25	22.9	23.03	20.98	21.15	4205600	21.15	2303	美盈森	SZ
3	2014-04-24	22.71	23.33	22.71	22.88	1911300	22.88	2303	美盈森	SZ
4	2014-04-23	22.8	23.33	22.8	22.9	2087000	22.9	2303	美盈森	SZ
5	2014-04-22	22.95	23.12	22.51	22.96	1984700	22.96	2303	美盈森	SZ
6	2014-04-21	23.11	23.62	23	23	2549400	23	2303	美盈森	SZ
7	2014-04-18	22.72	23.39	22.4	23.32	2409300	23.32	2303	美盈森	SZ
8	2014-04-17	22.66	22.9	22.3	22.72	2405000	22.72	2303	美盈森	SZ
9	2014-04-16	22.88	23.1	22.21	22.7	1936300	22.7	2303	美盈森	SZ
10	2014-04-15	23.41	23.57	22.8	23.05	2627900	23.05	2303	美盈森	SZ
11	2014-04-14	23.01	23.9	23	23.27	3011900	23.27	2303	美盈森	SZ
12	2014-04-11	23	23.54	22.82	23.19	2844600	23.19	2303	美盈森	SZ
13	2014-04-10	23.67	23.67	23.02	23.2	4952800	23.2	2303	美盈森	SZ
14	2014-04-09	22.01	23.77	22.01	23.76	6697100	23.76	2303	美盈森	SZ
15	2014-04-08	22.2	22.29	21.8	22.06	2970100	22.06	2303	美盈森	SZ
17	2014-04-04	22.26	22.3	21.75	22.12	2201600	22.12	2303	美盈森	SZ
18	2014-04-03	22.49	22.49	21.58	22.33	3813100	22.33	2303	美盈森	SZ
19	2014-04-02	22.71	23.38	22.37	22.38	5615900	22.38	2303	美盈森	SZ
20	2014-04-01	22.65	22.95	22	22.73	5327100	22.73	2303	美盈森	SZ
21	2014-03-31	21.7	23	21.1	22.26	9103000	22.26	2303	美盈森	SZ
22	2014-03-28	21.15	21.67	20.65	21.06	2489300	21.06	2303	美盈森	SZ
23	2014-03-27	21.11	21.69	20.93	21.4	3149700	21.4	2303	美盈森	SZ
24	2014-03-26	20.34	21.1	19.93	21.1	1987500	21.1	2303	美盈森	SZ
25	2014-03-25	20.95	21.25	20.33	20.44	2316300	20.44	2303	美盈森	SZ
26	2014-03-24	21	21.45	20.7	21.04	2327800	21.04	2303	美盈森	SZ
27	2014-03-21	20.85	21.36	20.2	21.05	3715800	21.05	2303	美盈森	SZ
28	2014-03-20	21.92	22.11	21.02	21.12	3407300	21.12	2303	美盈森	SZ
29	2014-03-19	22	22.3	21.6	21.9	2688900	21.9	2303	美盈森	SZ
30	2014-03-18	21.35	22.2	21.13	21.97	4233700	21.97	2303	美盈森	SZ
31	2014-03-17	20.71	21.45	20.71	21.35	2415000	21.35	2303	美盈森	SZ
32	2014-03-14	21.35	21.35	20.82	20.92	2041700	20.92	2303	美盈森	SZ
33	2014-03-13	21.48	21.8	21.06	21.35	2542700	21.35	2303	美盈森	SZ
34	2014-03-12	20.5	21.2	20.35	21.2	2230400	21.2	2303	美盈森	SZ
35	2014-03-11	21.14	21.45	20.74	20.91	3534700	20.91	2303	美盈森	SZ
